# Site: https://kubernetes.recipes/
# Run Date: 2026-06-06T00:44:19.573Z
# Pages Crawled: 606
# Total Issues: 1915

issue_type,severity,category,url,evidence_summary,change_state,fix_recommendation,ownership
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/helm-dependencies,og:url (https://kubernetes.recipes/recipes/helm/helm-dependencies/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/helm-dependencies),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/helm-hooks,og:url (https://kubernetes.recipes/recipes/helm/helm-hooks/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/helm-hooks),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/helm-sprig-cat-function,og:url (https://kubernetes.recipes/recipes/helm/helm-sprig-cat-function/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/helm-sprig-cat-function),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/helm-sprig-join-function,og:url (https://kubernetes.recipes/recipes/helm/helm-sprig-join-function/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/helm-sprig-join-function),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/helm-sprig-tostring-function,og:url (https://kubernetes.recipes/recipes/helm/helm-sprig-tostring-function/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/helm-sprig-tostring-function),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/helm-templating-sprig,og:url (https://kubernetes.recipes/recipes/helm/helm-templating-sprig/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/helm-templating-sprig),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/helm-upgrade-failed-troubleshooting,og:url (https://kubernetes.recipes/recipes/helm/helm-upgrade-failed-troubleshooting/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/helm-upgrade-failed-troubleshooting),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/install-helm-alma-linux,og:url (https://kubernetes.recipes/recipes/helm/install-helm-alma-linux/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/install-helm-alma-linux),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/install-helm-amazon-linux,og:url (https://kubernetes.recipes/recipes/helm/install-helm-amazon-linux/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/install-helm-amazon-linux),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/install-helm-arch-linux,og:url (https://kubernetes.recipes/recipes/helm/install-helm-arch-linux/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/install-helm-arch-linux),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/install-helm-centos-stream,og:url (https://kubernetes.recipes/recipes/helm/install-helm-centos-stream/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/install-helm-centos-stream),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/install-helm-debian,og:url (https://kubernetes.recipes/recipes/helm/install-helm-debian/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/install-helm-debian),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/install-helm-fedora,og:url (https://kubernetes.recipes/recipes/helm/install-helm-fedora/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/install-helm-fedora),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/install-helm-opensuse,og:url (https://kubernetes.recipes/recipes/helm/install-helm-opensuse/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/install-helm-opensuse),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/install-helm-oracle-linux,og:url (https://kubernetes.recipes/recipes/helm/install-helm-oracle-linux/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/install-helm-oracle-linux),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/install-helm-rhel,og:url (https://kubernetes.recipes/recipes/helm/install-helm-rhel/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/install-helm-rhel),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/install-helm-rocky-linux,og:url (https://kubernetes.recipes/recipes/helm/install-helm-rocky-linux/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/install-helm-rocky-linux),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/install-helm-suse-sles,og:url (https://kubernetes.recipes/recipes/helm/install-helm-suse-sles/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/install-helm-suse-sles),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/install-helm-ubuntu,og:url (https://kubernetes.recipes/recipes/helm/install-helm-ubuntu/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/install-helm-ubuntu),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/kubernetes-helm-vs-kustomize,og:url (https://kubernetes.recipes/recipes/helm/kubernetes-helm-vs-kustomize/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/kubernetes-helm-vs-kustomize),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/helm/openclaw-helm-chart-chromium,og:url (https://kubernetes.recipes/recipes/helm/openclaw-helm-chart-chromium/) doesn't match canonical (https://kubernetes.recipes/recipes/helm/openclaw-helm-chart-chromium),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking,og:url (https://kubernetes.recipes/recipes/networking/) doesn't match canonical (https://kubernetes.recipes/recipes/networking),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/agent-config-device-by-path,og:url (https://kubernetes.recipes/recipes/networking/agent-config-device-by-path/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/agent-config-device-by-path),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/cilium-service-mesh-kubernetes,og:url (https://kubernetes.recipes/recipes/networking/cilium-service-mesh-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/cilium-service-mesh-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/configure-gpudirect-rdma-gpu-operator,og:url (https://kubernetes.recipes/recipes/networking/configure-gpudirect-rdma-gpu-operator/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/configure-gpudirect-rdma-gpu-operator),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/configure-sriovnetwork-nv-ipam,og:url (https://kubernetes.recipes/recipes/networking/configure-sriovnetwork-nv-ipam/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/configure-sriovnetwork-nv-ipam),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/coredns-configuration,og:url (https://kubernetes.recipes/recipes/networking/coredns-configuration/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/coredns-configuration),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/create-nv-ipam-ippool,og:url (https://kubernetes.recipes/recipes/networking/create-nv-ipam-ippool/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/create-nv-ipam-ippool),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/custom-dns-configuration,og:url (https://kubernetes.recipes/recipes/networking/custom-dns-configuration/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/custom-dns-configuration),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/dns-policies-configuration,og:url (https://kubernetes.recipes/recipes/networking/dns-policies-configuration/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/dns-policies-configuration),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/enable-nic-feature-discovery,og:url (https://kubernetes.recipes/recipes/networking/enable-nic-feature-discovery/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/enable-nic-feature-discovery),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/gpudirect-rdma-dma-buf,og:url (https://kubernetes.recipes/recipes/networking/gpudirect-rdma-dma-buf/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/gpudirect-rdma-dma-buf),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/haproxy-keepalived-multi-tenant-gpu,og:url (https://kubernetes.recipes/recipes/networking/haproxy-keepalived-multi-tenant-gpu/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/haproxy-keepalived-multi-tenant-gpu),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/infiniband-ethernet-ai-kubernetes,og:url (https://kubernetes.recipes/recipes/networking/infiniband-ethernet-ai-kubernetes/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/infiniband-ethernet-ai-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/ingress-502-503-troubleshooting,og:url (https://kubernetes.recipes/recipes/networking/ingress-502-503-troubleshooting/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/ingress-502-503-troubleshooting),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/ingress-routing,og:url (https://kubernetes.recipes/recipes/networking/ingress-routing/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/ingress-routing),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/ingress-tls-certificates,og:url (https://kubernetes.recipes/recipes/networking/ingress-tls-certificates/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/ingress-tls-certificates),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/ingress2gateway-migration,og:url (https://kubernetes.recipes/recipes/networking/ingress2gateway-migration/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/ingress2gateway-migration),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/istio-service-mesh,og:url (https://kubernetes.recipes/recipes/networking/istio-service-mesh/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/istio-service-mesh),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/istio-traffic-management,og:url (https://kubernetes.recipes/recipes/networking/istio-traffic-management/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/istio-traffic-management),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/knative-ingress-networking,og:url (https://kubernetes.recipes/recipes/networking/knative-ingress-networking/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/knative-ingress-networking),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/kubernetes-cni-comparison,og:url (https://kubernetes.recipes/recipes/networking/kubernetes-cni-comparison/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/kubernetes-cni-comparison),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/kubernetes-dns-configuration,og:url (https://kubernetes.recipes/recipes/networking/kubernetes-dns-configuration/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/kubernetes-dns-configuration),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/kubernetes-dns-how-it-works,og:url (https://kubernetes.recipes/recipes/networking/kubernetes-dns-how-it-works/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/kubernetes-dns-how-it-works),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/kubernetes-endpointslices,og:url (https://kubernetes.recipes/recipes/networking/kubernetes-endpointslices/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/kubernetes-endpointslices),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/kubernetes-gateway-api,og:url (https://kubernetes.recipes/recipes/networking/kubernetes-gateway-api/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/kubernetes-gateway-api),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/kubernetes-ingress-complete-guide,og:url (https://kubernetes.recipes/recipes/networking/kubernetes-ingress-complete-guide/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/kubernetes-ingress-complete-guide),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/kubernetes-load-balancing,og:url (https://kubernetes.recipes/recipes/networking/kubernetes-load-balancing/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/kubernetes-load-balancing),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/kubernetes-network-policy-guide,og:url (https://kubernetes.recipes/recipes/networking/kubernetes-network-policy-guide/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/kubernetes-network-policy-guide),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/kubernetes-service-types-explained,og:url (https://kubernetes.recipes/recipes/networking/kubernetes-service-types-explained/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/kubernetes-service-types-explained),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/linkerd-service-mesh,og:url (https://kubernetes.recipes/recipes/networking/linkerd-service-mesh/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/linkerd-service-mesh),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/network-policies,og:url (https://kubernetes.recipes/recipes/networking/network-policies/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/network-policies),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/networkpolicy-deny-all,og:url (https://kubernetes.recipes/recipes/networking/networkpolicy-deny-all/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/networkpolicy-deny-all),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nfsordma-bond-access-mode,og:url (https://kubernetes.recipes/recipes/networking/nfsordma-bond-access-mode/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nfsordma-bond-access-mode),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nfsordma-dedicated-nic,og:url (https://kubernetes.recipes/recipes/networking/nfsordma-dedicated-nic/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nfsordma-dedicated-nic),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nfsordma-jumbo-frames-mtu,og:url (https://kubernetes.recipes/recipes/networking/nfsordma-jumbo-frames-mtu/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nfsordma-jumbo-frames-mtu),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nfsordma-multi-vlan-switch-access,og:url (https://kubernetes.recipes/recipes/networking/nfsordma-multi-vlan-switch-access/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nfsordma-multi-vlan-switch-access),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nfsordma-troubleshooting-performance,og:url (https://kubernetes.recipes/recipes/networking/nfsordma-troubleshooting-performance/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nfsordma-troubleshooting-performance),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nfsordma-worker-node-setup,og:url (https://kubernetes.recipes/recipes/networking/nfsordma-worker-node-setup/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nfsordma-worker-node-setup),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nginx-ingress-tls-cert-manager,og:url (https://kubernetes.recipes/recipes/networking/nginx-ingress-tls-cert-manager/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nginx-ingress-tls-cert-manager),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nncp-bond-interfaces-workers,og:url (https://kubernetes.recipes/recipes/networking/nncp-bond-interfaces-workers/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nncp-bond-interfaces-workers),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nncp-dns-routes-workers,og:url (https://kubernetes.recipes/recipes/networking/nncp-dns-routes-workers/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nncp-dns-routes-workers),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nncp-linux-bridge-workers,og:url (https://kubernetes.recipes/recipes/networking/nncp-linux-bridge-workers/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nncp-linux-bridge-workers),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nncp-mtu-jumbo-frames-workers,og:url (https://kubernetes.recipes/recipes/networking/nncp-mtu-jumbo-frames-workers/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nncp-mtu-jumbo-frames-workers),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nncp-multi-nic-workers,og:url (https://kubernetes.recipes/recipes/networking/nncp-multi-nic-workers/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nncp-multi-nic-workers),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nncp-ovs-bridge-workers,og:url (https://kubernetes.recipes/recipes/networking/nncp-ovs-bridge-workers/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nncp-ovs-bridge-workers),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nncp-rollback-troubleshooting,og:url (https://kubernetes.recipes/recipes/networking/nncp-rollback-troubleshooting/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nncp-rollback-troubleshooting),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nncp-sriov-macvlan-workers,og:url (https://kubernetes.recipes/recipes/networking/nncp-sriov-macvlan-workers/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nncp-sriov-macvlan-workers),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nncp-static-ip-workers,og:url (https://kubernetes.recipes/recipes/networking/nncp-static-ip-workers/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nncp-static-ip-workers),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://kubernetes.recipes/recipes/networking/nncp-vlan-tagging-workers,og:url (https://kubernetes.recipes/recipes/networking/nncp-vlan-tagging-workers/) doesn't match canonical (https://kubernetes.recipes/recipes/networking/nncp-vlan-tagging-workers),unchanged,Ensure og:url and the canonical URL point to the same page.,content
