# Site: https://kubernetes.recipes/
# Run Date: 2026-06-06T00:44:19.573Z
# Pages Crawled: 606
# Total Issues: 1915

issue_type,severity,category,url,evidence_summary,change_state,fix_recommendation,ownership
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/openshift-project-request-template,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/openshift-project-request-template,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/openshift-router-pdb-configuration,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/openshift-router-pdb-configuration,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/pod-mutation-injection,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/pod-mutation-injection,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/pod-resource-management,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/pod-resource-management,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/priorityclasses-gpu-workloads,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/priorityclasses-gpu-workloads,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/resource-limits-requests,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/resource-limits-requests,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/resource-quotas,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/resource-quotas,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/resource-quotas-namespace,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/resource-quotas-namespace,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/resource-requests-limits,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/resource-requests-limits,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/resourcequota-limitrange-gpu,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/resourcequota-limitrange-gpu,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/restore-scaled-deployments-after-drain,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/restore-scaled-deployments-after-drain,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/rhcos-openshift-node-management,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/rhcos-openshift-node-management,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/scale-deploy-unblock-drain,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/scale-deploy-unblock-drain,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/scheduler-configuration-tuning,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/scheduler-configuration-tuning,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/switch-proprietary-to-open-kernel-modules,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/switch-proprietary-to-open-kernel-modules,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/tune-nccl-env-rdma-ethernet,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/configuration/tune-nccl-env-rdma-ethernet,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/ab-testing-kubernetes,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/ab-testing-kubernetes,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/air-gapped-image-import-openshift,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/air-gapped-image-import-openshift,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/airgapped-openshift-quay-mirror,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/airgapped-openshift-quay-mirror,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-app-of-apps-pattern,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-app-of-apps-pattern,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-app-of-apps-sync-waves,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-app-of-apps-sync-waves,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-applicationsets-multi-tenant,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-applicationsets-multi-tenant,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-declarative-application-setup,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-declarative-application-setup,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-gitops,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-gitops,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-gitops-deployment,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-gitops-deployment,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-multi-cluster-app-of-apps,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-multi-cluster-app-of-apps,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-operatorgroup-management,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-operatorgroup-management,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-presync-postsync-hooks,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-presync-postsync-hooks,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-shadow-update-detection,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-shadow-update-detection,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-sync-waves-canary,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-sync-waves-canary,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-sync-waves-crd-operators,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-sync-waves-crd-operators,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-sync-waves-database-migration,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-sync-waves-database-migration,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-sync-waves-ordering,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/argocd-sync-waves-ordering,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/automate-nccl-preflight-ci,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/automate-nccl-preflight-ci,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/backstage-kubernetes-developer-portal,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/backstage-kubernetes-developer-portal,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/blue-green-deployment,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/blue-green-deployment,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/blue-green-deployments,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/blue-green-deployments,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/build-kubernetes-operator-docker-testing,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/build-kubernetes-operator-docker-testing,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/canary-deployments,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/canary-deployments,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/cluster-api-infrastructure-as-code,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/cluster-api-infrastructure-as-code,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/cnpg-postgresql-operator,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/cnpg-postgresql-operator,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/cnpg-scaling-upgrades,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/cnpg-scaling-upgrades,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/cronjob-concurrency-policy,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/cronjob-concurrency-policy,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/deployment-strategies,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/deployment-strategies,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/deployment-vs-statefulset,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/deployment-vs-statefulset,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/flux-gitops,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/flux-gitops,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/flux-gitops-continuous-delivery,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/flux-gitops-continuous-delivery,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/gitops-bootstrap-bare-metal-gpu,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/gitops-bootstrap-bare-metal-gpu,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/gpu-operator-upgrade-canary,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/gpu-operator-upgrade-canary,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
OTHER_MISSING_HSTS_HEADER,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/graceful-shutdown,HTTPS page missing Strict-Transport-Security header,unchanged,"Add a Strict-Transport-Security header (e.g., 'max-age=31536000; includeSubDomains') to enforce HTTPS connections.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://kubernetes.recipes/recipes/deployments/graceful-shutdown,Missing Content-Security-Policy header,unchanged,Add a Content-Security-Policy header with appropriate directives. Start with a report-only policy to identify issues before enforcing.,engineering
